1	10	0.0013
1	11	0.0082
1	12	0.0029
1	13	0.0045
1	14	0.004
1	15	0.0007
1	16	0.0728
1	17	0.005
1	18	0.0065
1	19	0.0023
1	2	0.0034
1	20	0.0016
1	21	0.0469
1	22	0.0012
1	23	0.0206
1	24	0.0023
1	25	0.0274
1	26	0.0072
1	27	0.0052
1	28	0.0053
1	29	0.0031
1	3	0.0017
1	30	0.014
1	31	0.0019
1	32	0.0007
1	33	0.0013
1	34	0.0038
1	35	0.0145
1	36	0.0025
1	37	0.0028
1	38	0.0003
1	39	0.0052
1	4	0.2405
1	40	0.0047
1	41	0.0105
1	42	0.03
1	43	0.0008
1	5	0.0012
1	6	0.047
1	7	0.0021
1	8	0.0019
1	9	0.0151
10	11	0.0116
10	12	0.0047
10	13	0.0671
10	14	0.0012
10	15	0.0862
10	16	0.0054
10	17	0.0309
10	18	0.0006
10	19	0.0148
10	2	0.0005
10	20	0.0334
10	21	0.0018
10	22	0.0476
10	23	0.0007
10	24	0.0756
10	25	0.0003
10	26	0.0085
10	27	0.0249
10	28	0.0299
10	29	0.0027
10	3	0.0037
10	30	0.0721
10	31	0.0757
10	32	0.0054
10	33	0.0196
10	34	0.027
10	35	0.0005
10	36	0.1436
10	37	0.0019
10	38	0.1189
10	39	0.0117
10	4	0.0011
10	40	0.0202
10	41	0.0558
10	42	0.0141
10	43	0.0011
10	5	0.0021
10	6	0.1012
10	7	0.0005
10	8	0.0043
10	9	0.0152
11	12	0.002
11	13	0.0156
11	14	0.0009
11	15	0.0039
11	16	0.0156
11	17	0.0139
11	18	0.0009
11	19	0.004
11	2	0.0008
11	20	0.0569
11	21	0.064
11	22	0.0448
11	23	0.0031
11	24	0.0933
11	25	0.0051
11	26	0.0026
11	27	0.0242
11	28	0.0021
11	29	0.0426
11	3	0.0023
11	30	0.0144
11	31	0.0089
11	32	0.0434
11	33	0.0125
11	34	0.0122
11	35	0.0025
11	36	0.055
11	37	0.0025
11	38	0.0036
11	39	0.0201
11	4	0.0271
11	40	0.031
11	41	0.0237
11	42	0.0976
11	43	0.0009
11	5	0.0016
11	6	0.0786
11	7	0.0004
11	8	0.0053
11	9	0.0553
12	13	0.0244
12	14	0.1025
12	15	0.0133
12	16	0.0939
12	17	0.0012
12	18	0.0386
12	19	0.0417
12	2	0.0132
12	20	0.0008
12	21	0.0113
12	22	0.0164
12	23	0.0093
12	24	0.0006
12	25	0.0155
12	26	0.0276
12	27	0.0088
12	28	0.146
12	29	0.0582
12	3	0.0437
12	30	0.001
12	31	0.0024
12	32	0.0004
12	33	0.0027
12	34	0.0035
12	35	0.0233
12	36	0.0083
12	37	0.0473
12	38	0.0122
12	39	0.0746
12	4	0.0012
12	40	0.001
12	41	0.0135
12	42	0.0031
12	43	0.0079
12	5	0.0297
12	6	0.0011
12	7	0.0411
12	8	0.0543
12	9	0.0005
13	14	0.0079
13	15	0.0221
13	16	0.0209
13	17	0.0216
13	18	0.002
13	19	0.0334
13	2	0.0033
13	20	0.0185
13	21	0.0204
13	22	0.0596
13	23	0.0014
13	24	0.0169
13	25	0.0007
13	26	0.0643
13	27	0.032
13	28	0.0608
13	29	0.0033
13	3	0.0045
13	30	0.0187
13	31	0.0159
13	32	0.0188
13	33	0.0469
13	34	0.0448
13	35	0.0009
13	36	0.0088
13	37	0.011
13	38	0.0239
13	39	0.0476
13	4	0.0021
13	40	0.0046
13	41	0.02
13	42	0.0752
13	43	0.0033
13	5	0.0129
13	6	0.0247
13	7	0.0016
13	8	0.0101
13	9	0.0222
14	15	0.0012
14	16	0.0036
14	17	0.0005
14	18	0.0326
14	19	0.024
